taxi_zone,zone_name,attraction_place_id,index,attraction_name,category,price,isFree,description,attraction_latitude,attraction_longitude,attraction_vicinity,attraction_rating,user_ratings_total,attraction_phone_number,attraction_website,opening_hours,price_level,types,international_phone_number,url,icon,formatted_hours,popular_times,time_spent,current_popularity
148,Lower East Side,ChIJ7fydz4BZwokRl6FuOJM5QPU,101,Essex Market,shopping and dining,0,TRUE,"Established in 1940, Essex Market is a bustling public market on the Lower East Side. It features diverse food vendors, fresh produce, and artisanal products, reflecting the neighborhood's cultural diversity.",40.7180004,-73.98819,"88 Essex Street, New York",4.5,6144,,http://www.essexmarket.nyc/,"['Monday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20096:00\u202fPM']",,"['grocery_or_supermarket', 'store', 'restaurant', 'food', 'point_of_interest']",,https://maps.google.com/?cid=17672188242271576471,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,"0: 08:00 - 20:00, 1: 08:00 - 20:00, 2: 08:00 - 20:00, 3: 08:00 - 20:00, 4: 08:00 - 20:00, 5: 08:00 - 20:00, 6: 10:00 - 18:00","[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 25, 35, 45, 53, 58, 61, 63, 64, 66, 62, 55, 44, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 24, 33, 43, 51, 59, 65, 69, 70, 71, 71, 66, 56, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 24, 33, 43, 52, 61, 64, 65, 66, 67, 67, 60, 49, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 28, 39, 48, 57, 66, 71, 74, 73, 72, 68, 63, 53, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 29, 42, 54, 65, 76, 83, 87, 88, 88, 85, 78, 66, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 20, 34, 49, 64, 80, 90, 96, 99, 100, 96, 88, 75, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 48, 64, 76, 84, 86, 82, 70, 0, 0, 0, 0, 0, 0]}]","[20, 150]",67
153,Marble Hill,ChIJ1StfopLzwokRQlDmvyq46Sg,102,Broadway Bridge ,other,0,TRUE,"The Broadway Bridge, opened in 1962, connects Manhattan and the Bronx over the Harlem River. It carries both vehicle and subway traffic, serving as a vital transportation link.",40.8736935,-73.9110636,New York,4.4,55,(718) 562-5931,https://www1.nyc.gov/html/dot/html/infrastructure/bridges-harlem.shtml#broadway,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",,['point_of_interest'],+1 718-562-5931,https://maps.google.com/?cid=2948089924838379586,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"0: 00:00 - 23:59, 1: 00:00 - 23:59, 2: 00:00 - 23:59, 3: 00:00 - 23:59, 4: 00:00 - 23:59, 5: 00:00 - 23:59, 6: 00:00 - 23:59","[{'name': 'Monday', 'data': [22, 11, 0, 0, 22, 22, 11, 0, 11, 44, 33, 44, 22, 11, 0, 0, 11, 11, 33, 66, 33, 22, 22, 11]}, {'name': 'Tuesday', 'data': [0, 11, 22, 11, 0, 0, 22, 44, 66, 66, 100, 88, 55, 33, 33, 44, 44, 55, 22, 33, 22, 55, 33, 22]}, {'name': 'Wednesday', 'data': [22, 55, 22, 22, 22, 11, 11, 11, 22, 11, 11, 22, 22, 55, 55, 55, 22, 11, 11, 22, 55, 44, 55, 22]}, {'name': 'Thursday', 'data': [11, 11, 22, 44, 33, 44, 44, 66, 55, 22, 11, 0, 11, 44, 100, 100, 44, 11, 11, 22, 11, 0, 22, 44]}, {'name': 'Friday', 'data': [66, 77, 77, 44, 0, 11, 22, 55, 22, 11, 11, 22, 22, 33, 44, 11, 0, 11, 33, 33, 11, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 11, 22, 22, 33, 66, 66, 33, 11, 22, 55, 55, 22, 11, 11, 22, 44, 33, 44, 11]}, {'name': 'Sunday', 'data': [0, 0, 0, 11, 22, 33, 11, 11, 0, 0, 0, 0, 11, 22, 22, 22, 44, 22, 11, 0, 0, 0, 0, 11]}]","[None, None]",
158,Meatpacking/West Village West,ChIJXQtvtuxZwokRhiU7hk3FqIc,103,The Church of St. Luke in the Fields,religious,0,TRUE,"Built in 1821, this Episcopal church in Greenwich Village is known for its beautiful gardens and active community programs. It provides a peaceful oasis in the heart of the city.",40.7325679,-74.0067307,"487 Hudson Street, New York",4.8,72,(212) 924-0562,http://www.stlukeinthefields.org/,,,"['church', 'place_of_worship', 'point_of_interest']",+1 212-924-0562,https://maps.google.com/?cid=9775279927962838406,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_general-71.png,"0: 09:00 - 00:00, 1: 09:00 - 00:00, 2: 09:00 - 00:00, 3: 09:00 - 00:00, 4: 09:00 - 00:00, 5: 09:00 - 00:00, 6: 09:00 - 00:00",[],"[None, None]",
158,Meatpacking/West Village West,ChIJAy6jC-xZwokRy1FScZTNJcA,104,Pier 46 at Hudson River Park,natural,0,TRUE,"Pier 46, part of Hudson River Park, offers open green spaces, recreational areas, and stunning waterfront views. It's a popular spot for picnics, sunbathing, and enjoying sunsets.",40.7341889,-74.011265,"Hudson River Greenway, New York",4.7,913,(212) 627-2020,http://hudsonriverpark.org/,"['Monday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Tuesday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Wednesday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Thursday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Friday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 6:00\u202fAM\u2009–\u20091:00\u202fAM']",,"['park', 'point_of_interest']",+1 212-627-2020,https://maps.google.com/?cid=13845698666860532171,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,"0: 06:00 - 01:00, 1: 06:00 - 01:00, 2: 06:00 - 01:00, 3: 06:00 - 01:00, 4: 06:00 - 01:00, 5: 06:00 - 01:00, 6: 06:00 - 01:00","[{'name': 'Monday', 'data': [13, 0, 0, 0, 0, 0, 7, 17, 26, 24, 24, 36, 50, 63, 71, 65, 54, 37, 35, 36, 30, 29, 13, 11]}, {'name': 'Tuesday', 'data': [8, 0, 0, 0, 0, 0, 8, 19, 20, 24, 31, 22, 24, 37, 55, 63, 60, 52, 46, 37, 34, 29, 20, 20]}, {'name': 'Wednesday', 'data': [12, 0, 0, 0, 0, 0, 4, 9, 10, 13, 22, 23, 36, 44, 56, 44, 39, 33, 32, 36, 36, 26, 14, 8]}, {'name': 'Thursday', 'data': [9, 0, 0, 0, 0, 0, 14, 21, 28, 32, 27, 20, 22, 40, 56, 67, 65, 61, 46, 34, 25, 20, 29, 22]}, {'name': 'Friday', 'data': [10, 0, 0, 0, 0, 0, 7, 6, 13, 24, 27, 24, 36, 46, 58, 53, 42, 30, 24, 18, 15, 12, 13, 9]}, {'name': 'Saturday', 'data': [6, 0, 0, 0, 0, 0, 5, 10, 20, 20, 20, 29, 37, 45, 47, 54, 44, 43, 33, 27, 24, 21, 15, 17]}, {'name': 'Sunday', 'data': [8, 0, 0, 0, 0, 0, 1, 5, 15, 23, 28, 28, 42, 59, 75, 84, 100, 98, 80, 51, 26, 17, 17, 14]}]","[60, 60]",66
158,Meatpacking/West Village West,ChIJxXXBtexZwokR2lG_GHiGYek,105,Secret Garden at St. Luke in the Fields,natural,0,TRUE,"This hidden gem within St. Luke in the Fields features beautifully maintained gardens. It offers a serene escape with lush greenery, flowers, and quiet seating areas.",40.7326198,-74.0068029,"487 Hudson Street, New York",4.6,17,(212) 924-0562,https://stlukeinthefields.org/about/gardens/,,,"['park', 'point_of_interest']",+1 212-924-0562,https://maps.google.com/?cid=16816870333947531738,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,"0: 09:00 - 00:00, 1: 09:00 - 00:00, 2: 09:00 - 00:00, 3: 09:00 - 00:00, 4: 09:00 - 00:00, 5: 09:00 - 00:00, 6: 09:00 - 00:00",[],"[None, None]",
161,Midtown Center,ChIJPS8b1vhYwokRldqq2YHmxJI,106,Radio City Music Hall,arts,33,FALSE,"Opened in 1932, Radio City Music Hall is an iconic entertainment venue known for its Art Deco design and the famous Rockettes. It hosts concerts, shows, and the annual Christmas Spectacular.",40.759976,-73.9799772,"1260 6th Avenue, New York",4.8,23927,(212) 465-6000,https://www.msg.com/radio-city-music-hall,,,['point_of_interest'],+1 212-465-6000,https://maps.google.com/?cid=10575831270349789845,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"0: 09:00 - 00:00, 1: 09:00 - 00:00, 2: 09:00 - 00:00, 3: 09:00 - 00:00, 4: 09:00 - 00:00, 5: 09:00 - 00:00, 6: 09:00 - 00:00",[],"[None, None]",
161,Midtown Center,ChIJ9U1mz_5YwokRosza1aAk0jM,107,Rockefeller Center,landmark,0,TRUE,"Completed in 1939, Rockefeller Center is a landmark complex featuring offices, shops, and the famous ice rink. It's home to NBC Studios and the annual Christmas tree lighting.",40.7587402,-73.9786736,"45 Rockefeller Plaza, New York",4.7,175850,(212) 588-8601,https://www.rockefellercenter.com/,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",,['point_of_interest'],+1 212-588-8601,https://maps.google.com/?cid=3734087314244816034,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"0: 00:00 - 23:59, 1: 00:00 - 23:59, 2: 00:00 - 23:59, 3: 00:00 - 23:59, 4: 00:00 - 23:59, 5: 00:00 - 23:59, 6: 00:00 - 23:59","[{'name': 'Monday', 'data': [10, 6, 4, 3, 4, 6, 10, 17, 26, 40, 55, 68, 76, 80, 81, 82, 82, 80, 73, 62, 48, 36, 26, 19]}, {'name': 'Tuesday', 'data': [11, 7, 4, 3, 4, 7, 11, 18, 28, 41, 56, 69, 78, 82, 83, 84, 85, 83, 75, 63, 49, 37, 28, 20]}, {'name': 'Wednesday', 'data': [12, 7, 5, 4, 4, 6, 11, 18, 28, 41, 56, 69, 78, 82, 83, 84, 84, 82, 75, 64, 51, 40, 30, 21]}, {'name': 'Thursday', 'data': [12, 7, 4, 3, 4, 6, 10, 17, 28, 42, 57, 71, 81, 86, 87, 88, 88, 87, 79, 68, 55, 44, 34, 24]}, {'name': 'Friday', 'data': [14, 8, 5, 4, 5, 7, 12, 20, 31, 46, 62, 76, 85, 91, 94, 97, 98, 98, 95, 88, 77, 64, 50, 36]}, {'name': 'Saturday', 'data': [21, 11, 6, 5, 4, 4, 6, 11, 21, 37, 57, 75, 86, 92, 95, 97, 99, 100, 96, 87, 74, 61, 50, 37]}, {'name': 'Sunday', 'data': [23, 14, 8, 5, 3, 4, 5, 9, 19, 34, 53, 70, 80, 84, 85, 86, 88, 88, 82, 67, 50, 35, 24, 16]}]","[120, 120]",84
161,Midtown Center,ChIJUW4vEPxYwokRW6o24DU0YIg,108,St. Patrick's Cathedral,religious,0,TRUE,"Completed in 1878, St. Patrick's Cathedral is a stunning example of Neo-Gothic architecture. Located on Fifth Avenue, it serves as the seat of the Roman Catholic Archdiocese of New York.",40.7586117,-73.9761953,"5th Avenue, New York",4.8,36409,(212) 753-2261,https://www.saintpatrickscathedral.org/,"['Monday: 6:45\u202fAM\u2009–\u20098:45\u202fPM', 'Tuesday: 6:45\u202fAM\u2009–\u20098:45\u202fPM', 'Wednesday: 6:45\u202fAM\u2009–\u20098:45\u202fPM', 'Thursday: 6:45\u202fAM\u2009–\u20098:45\u202fPM', 'Friday: 6:45\u202fAM\u2009–\u20098:45\u202fPM', 'Saturday: 6:45\u202fAM\u2009–\u20098:45\u202fPM', 'Sunday: 6:45\u202fAM\u2009–\u20098:45\u202fPM']",0,"['church', 'place_of_worship', 'point_of_interest']",+1 212-753-2261,https://maps.google.com/?cid=9826911792922012251,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_general-71.png,"0: 06:45 - 20:45, 1: 06:45 - 20:45, 2: 06:45 - 20:45, 3: 06:45 - 20:45, 4: 06:45 - 20:45, 5: 06:45 - 20:45, 6: 06:45 - 20:45","[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 9, 15, 22, 31, 39, 47, 51, 53, 52, 51, 50, 46, 39, 29, 17, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 8, 16, 24, 32, 41, 48, 53, 55, 56, 57, 57, 51, 40, 27, 16, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 8, 15, 23, 31, 40, 49, 55, 58, 58, 58, 57, 52, 43, 31, 19, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 10, 17, 25, 37, 47, 56, 61, 61, 59, 57, 56, 54, 47, 34, 21, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 9, 16, 25, 37, 48, 56, 61, 64, 67, 68, 67, 61, 50, 35, 21, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 5, 12, 22, 34, 45, 54, 60, 63, 64, 67, 70, 70, 63, 48, 33, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 10, 23, 44, 68, 88, 100, 94, 89, 84, 89, 91, 87, 65, 40, 19, 0, 0, 0]}]","[None, None]",78
162,Midtown East,ChIJ0zRtw_xYwokRwwRCPeCLMfg,109,St. Bartholomew's Church,religious,0,TRUE,"Built in 1918, St. Bartholomew's Church is known for its Byzantine-inspired architecture and beautiful mosaics. It serves as an Episcopal parish and a significant cultural venue.",40.7574631,-73.9733474,"325 Park Avenue, New York",4.6,623,(212) 378-0222,http://stbarts.org/,"['Monday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: 8:00\u202fAM\u2009–\u20096:00\u202fPM']",,"['church', 'place_of_worship', 'point_of_interest']",+1 212-378-0222,https://maps.google.com/?cid=17884229390481622211,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_general-71.png,"0: 09:00 - 17:00, 1: 09:00 - 17:00, 2: 09:00 - 17:00, 3: 09:00 - 17:00, 4: 09:00 - 17:00, 6: 08:00 - 18:00","[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 65, 71, 70, 65, 60, 58, 62, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 60, 75, 88, 87, 76, 62, 58, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 66, 74, 82, 80, 76, 77, 75, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 85, 92, 100, 93, 82, 70, 67, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 60, 68, 70, 65, 64, 65, 67, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 33, 53, 76, 89, 85, 66, 48, 47, 44, 44, 0, 0, 0, 0, 0, 0]}]","[None, None]",61
162,Midtown East,ChIJxyGbz-RYwokRB7VDxglDybc,110,Central Synagogue,religious,0,TRUE,"Completed in 1872, Central Synagogue is one of the oldest synagogues in continuous use in NYC. Its Moorish Revival architecture and vibrant community make it a notable landmark.",40.7595453,-73.9703652,"652 Lexington Avenue, New York",4.7,376,(212) 838-5122,http://www.centralsynagogue.org/,,,"['synagogue', 'place_of_worship', 'point_of_interest']",+1 212-838-5122,https://maps.google.com/?cid=13243189888519746823,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_jewish-71.png,"0: 09:00 - 00:00, 1: 09:00 - 00:00, 2: 09:00 - 00:00, 3: 09:00 - 00:00, 4: 09:00 - 00:00, 5: 09:00 - 00:00, 6: 09:00 - 00:00",[],"[None, None]",
163,Midtown North,ChIJKxDbe_lYwokRVf__s8CPn-o,111,The Museum of Modern Art,arts,30,FALSE,"Founded in 1929, MoMA is a world-renowned museum dedicated to modern and contemporary art. It houses an extensive collection, including works by Picasso, Van Gogh, and Warhol.",40.7614327,-73.9776216,"11 West 53rd Street, New York",4.6,50859,(212) 708-9400,https://www.moma.org/,"['Monday: 10:30\u202fAM\u2009–\u20095:30\u202fPM', 'Tuesday: 10:30\u202fAM\u2009–\u20095:30\u202fPM', 'Wednesday: 10:30\u202fAM\u2009–\u20095:30\u202fPM', 'Thursday: 10:30\u202fAM\u2009–\u20095:30\u202fPM', 'Friday: 10:30\u202fAM\u2009–\u20095:30\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 10:30\u202fAM\u2009–\u20095:30\u202fPM']",,"['art_gallery', 'museum', 'point_of_interest']",+1 212-708-9400,https://maps.google.com/?cid=16906389583988522837,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,"0: 10:30 - 17:30, 1: 10:30 - 17:30, 2: 10:30 - 17:30, 3: 10:30 - 17:30, 4: 10:30 - 17:30, 5: 10:30 - 19:00, 6: 10:30 - 17:30","[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 57, 69, 73, 71, 64, 53, 39, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 60, 74, 79, 78, 72, 60, 44, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 70, 87, 94, 94, 89, 75, 55, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 66, 81, 87, 86, 81, 69, 52, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 70, 88, 96, 97, 93, 83, 67, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 66, 85, 95, 100, 99, 92, 79, 59, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 58, 75, 84, 86, 82, 69, 49, 0, 0, 0, 0, 0, 0]}]","[180, 180]",72
163,Midtown North,ChIJ2RFUePdYwokRd5R6XF6xFD0,112,Carnegie Hall,arts,21.5,FALSE,"Opened in 1891, Carnegie Hall is one of the most prestigious concert venues in the world. It has hosted legendary performances by artists like Tchaikovsky, Billie Holiday, and The Beatles.",40.7651258,-73.9799236,"881 7th Avenue, New York",4.7,8426,(212) 247-7800,http://www.carnegiehall.org/,,,['point_of_interest'],+1 212-247-7800,https://maps.google.com/?cid=4401337754684396663,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"0: 09:00 - 00:00, 1: 09:00 - 00:00, 2: 09:00 - 00:00, 3: 09:00 - 00:00, 4: 09:00 - 00:00, 5: 09:00 - 00:00, 6: 09:00 - 00:00",[],"[None, None]",
163,Midtown North,ChIJrc9T9fpYwokRdvjYRHT8nI4,113,Trump Tower,landmark,0,TRUE,"Completed in 1983, Trump Tower is a 58-story mixed-use skyscraper. It features luxury residences, offices, and high-end retail, known for its distinctive design and atrium.",40.7624284,-73.973794,"725 5th Avenue, New York",3.7,7535,,https://www.trumptowerny.com/,"['Monday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u200910:00\u202fPM']",,"['shopping_mall', 'point_of_interest']",,https://maps.google.com/?cid=10276366026054105206,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"0: 08:00 - 22:00, 1: 08:00 - 22:00, 2: 08:00 - 22:00, 3: 08:00 - 22:00, 4: 08:00 - 22:00, 5: 08:00 - 22:00, 6: 08:00 - 22:00",[],"[None, None]",
164,Midtown South,ChIJaXQRs6lZwokRY6EFpJnhNNE,114,Empire State Building,landmark,42,FALSE,"Completed in 1931, the Empire State Building is an iconic skyscraper. It stands 102 stories tall and offers observation decks with panoramic views of New York City.",40.7484405,-73.9856644,"20 West 34th Street, New York",4.7,105531,(212) 736-3100,https://www.esbnyc.com/,"['Monday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 9:00\u202fAM\u2009–\u200912:00\u202fAM']",,"['museum', 'point_of_interest']",+1 212-736-3100,https://maps.google.com/?cid=15074921902713971043,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"0: 09:00 - 00:00, 1: 09:00 - 00:00, 2: 09:00 - 00:00, 3: 09:00 - 00:00, 4: 09:00 - 00:00, 5: 09:00 - 00:00, 6: 09:00 - 00:00","[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 67, 85, 91, 88, 83, 80, 80, 81, 80, 76, 69, 56, 37, 20]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 71, 89, 95, 93, 86, 82, 80, 80, 77, 71, 62, 49, 34, 20]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 66, 80, 85, 84, 81, 77, 74, 71, 68, 63, 55, 43, 29, 16]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 67, 83, 89, 88, 84, 83, 83, 83, 80, 74, 65, 51, 34, 19]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 71, 91, 99, 100, 95, 91, 88, 89, 88, 86, 78, 64, 45, 28]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 62, 79, 87, 86, 83, 82, 83, 85, 85, 81, 74, 61, 42, 25]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 54, 70, 75, 74, 72, 72, 74, 76, 77, 73, 66, 51, 34, 18]}]","[120, 120]",81
164,Midtown South,ChIJ3453OAdZwokRja92OOKCugM,115,The Morgan Library & Museum,cultural,22,FALSE,"Established in 1906, the Morgan Library & Museum houses rare books, manuscripts, and art collections. It was originally the private library of financier J.P. Morgan.",40.7492258,-73.9813971,"225 Madison Avenue, New York",4.7,4473,(212) 685-0008,https://www.themorgan.org/,"['Monday: Closed', 'Tuesday: 10:30\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 10:30\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 10:30\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 10:30\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 10:30\u202fAM\u2009–\u20095:00\u202fPM']",2,"['museum', 'library', 'point_of_interest']",+1 212-685-0008,https://maps.google.com/?cid=268671035903487885,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,"1: 10:30 - 17:00, 2: 10:30 - 17:00, 3: 10:30 - 17:00, 4: 10:30 - 19:00, 5: 10:30 - 17:00, 6: 10:30 - 17:00","[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 35, 40, 41, 40, 39, 32, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 36, 44, 46, 44, 40, 33, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 35, 43, 47, 48, 44, 36, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 36, 43, 45, 44, 54, 76, 100, 94, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 45, 55, 55, 52, 45, 35, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 35, 46, 50, 51, 47, 38, 0, 0, 0, 0, 0, 0, 0]}]","[None, None]",46
